variable,community,degree,closeness,betweenness,strength,source,Label,Group
FLUCLOX.SOD_CAP.500MG,26,7,0.000140568,0.01807942,7,PIS,,
SIMPLE_LINCT.S.F,26,7,0.000121065,0.009471056,7,PIS,,
AMOXICILLIN_CAP.500MG,26,6,0.000145985,0.020714515,6,PIS,,
OMEPRAZOLE_CAP.E.C.20MG,26,6,0.000152929,0.036218981,6,PIS,,
PEPTAC_LIQ..PEPPERMINT..S.F,26,5,0.000146049,0.021625211,5,PIS,,
SAVLON_ANTIS.CRM,26,5,0.000125016,0.009990191,5,PIS,,
ACICLOVIR_CRM.5.,26,4,0.000117316,0.004925424,4,PIS,,
BETNOVATE_SCALP.APPLIC.0.1.,26,4,0.000117096,0.00463114,4,PIS,,
ESOMEPRAZOLE_TAB.E.C.40MG,26,4,0.000133227,0.007032749,4,PIS,,
MEPORE.7CM.X.8CM.PFA...ADH.BORDER.DRESS,26,4,0.000129416,0.006088743,4,PIS,,
TRAZODONE.HCL_CAP.50MG,26,4,0.000113572,0.00211901,4,PIS,,
TRAZODONE.HCL_TAB.150MG,26,4,0.000121344,0.004351341,4,PIS,,
BLISTEX_RELIEF.CRM,26,3,0.000114233,0.002482903,3,PIS,,
KETOCONAZOLE_SHAMPOO.2.,26,3,0.0001343,0.007303166,3,PIS,,
MUCOGEL_SUSP.195MG.220MG.5ML.S.F,26,3,0.000120308,0.004454625,3,PIS,,
RANITIDINE.HCL_TAB.75MG,26,3,0.0001295,0.003490455,3,PIS,,
TYROZETS_LOZ,26,3,0.000136761,0.01015465,3,PIS,,
ZANTAC.75.RELIEF_TAB.75MG,26,3,0.000124657,0.001824529,3,PIS,,
ZOVIRAX_COLD.SORE.CRM.5.,26,3,0.000122835,0.005360559,3,PIS,,
CARBAMAZEPINE_TAB.100MG,26,2,0.000123808,0.001295746,2,PIS,,
CARBAMAZEPINE_TAB.200MG,26,2,0.000126518,0.001519249,2,PIS,,
CO.AMOXICLAV_TAB.250MG.125MG,26,2,0.000127049,0.002230517,2,PIS,,
E45_CRM,26,2,0.00011812,0.001411081,2,PIS,,
ESOMEPRAZOLE_TAB.E.C.20MG,26,2,0.000123365,0,2,PIS,,
FUCIDIN_CRM.20MG.G,26,2,0.000126072,0.001833213,2,PIS,,
INADINE.5CM.X.5CM.POVIDONE.IODINE.FABRIC.DRESS.STER,26,2,0.000115407,0.001413122,2,PIS,,
LANSOPRAZOLE_CAP.30MG..E.C.GRAN.,26,2,0.000119119,0.001474858,2,PIS,,
MAALOX_SUSP.195MG.220MG.5ML.S.F,26,2,0.000105652,0.001474858,2,PIS,,
METOCLOPRAMIDE.HCL_TAB.10MG,26,2,0.00010609,0.000749341,2,PIS,,
PROCHLPZINE.MAL_TAB.5MG,26,2,0.000104406,0.000566632,2,PIS,,
RANITIDINE.HCL_TAB.150MG,26,2,0.000121936,0.000525352,2,PIS,,
STERIPOD.SOD.CHLOR.TOP.IRRIG.0.9..20ML,26,2,0.000114364,0.001224816,2,PIS,,
td_trazodone,26,2,0.000108885,0,2,NDRDD,,
TRAZODONE.HCL_CAP.100MG,26,2,0.000108885,0,2,PIS,,
TUBIGRIP.8.75CM.X.1M.STKNTTE.ELASCTD.TUBLR.BAND,26,2,0.000109266,0.001474858,2,PIS,,
BETACAP_SCALP.APPLIC.0.1.,26,1,0.000103146,0,1,PIS,,
CLEARSORE_CRM.5.,26,1,0.000103316,0,1,PIS,,
LANSOPRAZOLE_CAP.15MG..E.C.GRAN.,26,1,0.000104712,0,1,PIS,,
METHADONE.HCL_LINCT.2MG.5ML,26,1,0.000103146,0,1,PIS,,
OLIVE.OIL_LIQ,26,1,0.000124922,0,1,PIS,,
OMEPRAZOLE_CAP.E.C.10MG,26,1,0.000129971,0,1,PIS,,
PHOLCODINE_LINCT.5MG.5ML,26,1,0.000106213,0,1,PIS,,
PHOLCODINE_LINCT.5MG.5ML.S.F,26,1,0.000106213,0,1,PIS,,
SIMPLE_LINCT,26,1,0.000106213,0,1,PIS,,
TUBIGRIP.7.5CM.X.1M.STKNTTE.ELASCTD.TUBLR.BAND,26,1,9.70E-05,0,1,PIS,,
XYLOMET.HCL_NSL.SPY.0.1..10ML,26,1,9.42E-05,0,1,PIS,,
BD.MICROFINE..NEEDLES.PEN.INJ.SCREW.ON.8MM,27,1,1,0,1,PIS,Obesity,Distinct condition
E669_OBESITY..UNSPECIFIED,27,1,1,0,1,SMR,,
J440_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE.WITH.ACUTE.LOWER.RESP.INFECTION,28,7,0.000135007,0.020747749,7,SMR,Respiratory disease,Distinct condition
TIOTROPIUM_PDR.FOR.INH.CAP.18MCG,28,6,0.000130736,0.011572333,6,PIS,,
DRESSIT.STER.DRESS.PACK,28,5,0.000123259,0.01433655,5,PIS,,
INADINE.9.5CM.X.9.5.CM.POVIDONE.IODINE.FABRIC.DRESS.STER,28,5,0.000126952,0.014195802,5,PIS,,
J449_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE..UNSPECIFIED,28,5,0.000130293,0.014409072,5,SMR,,
L97X_ULCER.OF.LOWER.LIMB..NOT.ELSEWHERE.CLASSIFIED,28,5,0.000127943,0.013226082,5,SMR,,
SALBUTAMOL_INH.SOLN.2.5MG.2.5ML.UD,28,5,0.000121921,0.004989913,5,PIS,,
CERUMOL_EAR.DPS,28,4,0.000126374,0.008611655,4,PIS,,
DIFFLAM_P.SPY.0.15..30ML,28,4,0.000119531,0.006037007,4,PIS,,
J441_CHRONIC.OBSTRUCTIVE.PULMONARY.DISEASE.WITH.ACUTE.EXACERBATION..UNSPECIFIED,28,4,0.000123305,0.007752691,4,SMR,,
MEPORE.10CM.X.11CM.PFA...ADH.BORDER.DRESS,28,4,0.000120729,0.006622031,4,PIS,,
MICROPORE.2.5CM.X.5M.SURG.ADH.TAPE.PERM.NON.WOV.SYN,28,4,9.80E-05,0.00395028,4,PIS,,
SPIRIVA_PDR.FOR.INH.CAP.18MCG,28,4,0.000121966,0.002301394,4,PIS,,
BENZYDAMINE.HCL_SPY.0.15..30ML.S.F,28,3,0.000119732,0.005189595,3,PIS,,
I959_HYPOTENSION..UNSPECIFIED,28,3,9.61E-05,0.00294844,3,SMR,,
MEPORE.11CM.X.15CM.PFA...ADH.BORDER.DRESS,28,3,0.000106067,0.004545359,3,PIS,,
SYMBICORT_TURBOHALER.400MCG.12MCG..60.D.,28,3,0.000123168,0.005481017,3,PIS,,
TIOTROPIUM_PDR.FOR.INH.CAP.18MCG...DEV,28,3,0.000127275,0.003497899,3,PIS,,
VENTOLIN_NEBULES.SOLN.5MG.2.5ML.UD,28,3,0.000105474,0.000382152,3,PIS,,
WHITE.SOFT.PARAF.LIQ.PARAF_.S..50..50.,28,3,0.00011084,0.002566298,3,PIS,,
ANHYDROL.FTE_A.PERS.SOLN.20.,28,2,8.52E-05,0.001474858,2,PIS,,
AQUACEL.10CM.X.10CM.WOUND.DRESS.PROTEASE.MATRIX,28,2,0.000114168,0.000445996,2,PIS,,
CREPE.10CM.X.4.5M.BP.1988.BAND,28,2,0.00010846,0.004676536,2,PIS,,
DIFFLAM_SORE.THROAT.RINSE.0.15.,28,2,0.000114534,0.00225696,2,PIS,,
E872_ACIDOSIS,28,2,0.000108003,0.004416914,2,SMR,,
J969_RESPIRATORY.FAILURE..UNSPECIFIED,28,2,0.000117096,0.001386221,2,SMR,,
PROPANTHELINE.BROM_TAB.15MG,28,2,9.45E-05,0.002947163,2,PIS,,
SALBUTAMOL_INH.SOLN.5MG.2.5ML.UD,28,2,0.000107654,0.000232521,2,PIS,,
SERETIDE.250_ACCUHALER.250MCG.50MCG.60D.,28,2,0.000112385,0.000384143,2,PIS,,
SPIRIVA_PDR.FOR.INH.CAP.18MCG.HANDIHALER,28,2,0.000116063,0.000268075,2,PIS,,
SUDAFED_DECONGEST.TAB.60MG,28,2,0.000105053,0.001474858,2,PIS,,
VENTOLIN_NEBULES.SOLN.2.5MG.2.5ML.UD,28,2,0.000107654,0.000232521,2,PIS,,
CARE.OLIVE.OIL.EAR.DPS.EAR.WAX.SOFTENING.MEDICAL.DEV.10ML,28,1,0.000110278,0,1,PIS,,
DRICLOR_A.PERS.SOLN.20.,28,1,7.76E-05,0,1,PIS,,
F119_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.USE.OF.OPIOIDS..UNSPECIFIED,28,1,8.65E-05,0,1,SMR,,
F171_MENTAL.AND.BEHAVIOURAL.DISORDERS.DUE.TO.HARMFUL.USE.OF.TOBACCO,28,1,0.000116795,0,1,SMR,,
GZ.SWABS.BP.10CM.X.10CM,28,1,8.80E-05,0,1,PIS,,
I48X_ATRIAL.FIBRILLATION.AND.FLUTTER,28,1,8.65E-05,0,1,SMR,,
IRRIPOD.SOD.CHLOR.TOP.IRRIG.20ML,28,1,0.000107898,0,1,PIS,,
MELOLIN.10CM.X.10CM.PFA.PLAS.FACED.DRESS,28,1,8.80E-05,0,1,PIS,,
PSEUDOEPHED.HCL_TAB.60MG,28,1,9.37E-05,0,1,PIS,,
TIOTROPIUM_INHA.2.5MCG..60D..CFF...DEV,28,1,0.000107828,0,1,PIS,,
Z223_CARRIER.OF.OTHER.SPECIFIED.BACTERIAL.DISEASES,28,1,9.83E-05,0,1,SMR,,
MST.CONTINUS_TAB.10MG,29,7,0.000136556,0.019510655,7,PIS,"Morphine, constipation, haemorrhoid treatment",Distinct condition
I849_UNSPECIFIED.HAEMORRHOIDS.WITHOUT.COMPLICATION,29,5,0.000125235,0.007437468,5,SMR,,
ORAMORPH_ORAL.SOLN.10MG.5ML,29,5,0.000129049,0.008106527,5,PIS,,
ANUSOL.HC_OINT,29,4,0.000122444,0.005539213,4,PIS,,
CAPASAL_THERAPEUTIC.SHAMPOO,29,4,0.000120308,0.006240116,4,PIS,,
MST.CONTINUS_TAB.30MG,29,4,0.000123001,0.00228085,4,PIS,,
R194_CHANGE.IN.BOWEL.HABIT,29,4,0.000120467,0.006732816,4,SMR,,
SCHERIPROCT_OINT,29,4,0.000113533,0.002376637,4,PIS,,
ANUSOL_SUPPOS,29,3,0.000111272,0.00344645,3,PIS,,
D508_OTHER.IRON.DEFICIENCY.ANAEMIAS,29,3,0.000124517,0.007128564,3,SMR,,
MACROGOL_CO.ORAL.PDR.SACH.S.F,29,3,0.000121669,0.003550624,3,PIS,,
MORPH.SULF_ORAL.SOLN.10MG.5ML,29,3,0.000120992,0.006731101,3,PIS,,
MORPH.SULF_TAB.10MG,29,3,0.000125266,0.002871219,3,PIS,,
MOVICOL_PDR.SACH.13.8G..LEM...LIM.,29,3,0.000118245,0.004311318,3,PIS,,
MST.CONTINUS_TAB.15MG,29,3,0.000112982,0.000124324,3,PIS,,
POLYTAR_LIQ,29,3,0.000118133,0.004103669,3,PIS,,
SEVREDOL_TAB.10MG,29,3,0.000124347,0.004722223,3,PIS,,
SILDENAFIL_TAB.100MG,29,3,0.000110754,0.004238205,3,PIS,,
VERSATIS_MEDIC.PLASTR.5.,29,3,0.000118189,0.011651328,3,PIS,,
ANUSOL.HC_SUPPOS,29,2,0.000124502,0.003215535,2,PIS,,
ANUSOL_CRM,29,2,9.86E-05,0.001474858,2,PIS,,
ATARAX_TAB.25MG,29,2,0.000106281,0.001706792,2,PIS,,
E871_HYPO.OSMOLALITY.AND.HYPONATRAEMIA,29,2,0.000129249,0.003909066,2,SMR,,
GLYCEROL_SUPPOS.ADULT.S..4G.,29,2,9.82E-05,0.000728804,2,PIS,,
K625_HAEMORRHAGE.OF.ANUS.AND.RECTUM,29,2,0.00011538,0.001881236,2,SMR,,
LACTULOSE_SOLN.3.1G.3.7G.5ML,29,2,0.000104646,0.001499175,2,PIS,,
MST.CONTINUS_TAB.5MG,29,2,0.00011798,0.000256723,2,PIS,,
MST.CONTINUS_TAB.60MG,29,2,0.000112133,0.001104482,2,PIS,,
NEUTROGENA_T.GEL.THERAPEUTIC.SHAMPOO.2.,29,2,0.000103972,0.001474858,2,PIS,,
SCHERIPROCT_SUPPOS,29,2,0.000109854,0,2,PIS,,
SENNA_TAB.7.5MG,29,2,9.77E-05,0.000634056,2,PIS,,
SILDENAFIL_TAB.50MG,29,2,9.82E-05,0.001474858,2,PIS,,
VIAGRA_TAB.100MG,29,2,0.000110193,0.001960068,2,PIS,,
COAL.TAR_EXT.SHAMPOO.2.,29,1,9.28E-05,0,1,PIS,,
DIPROSALIC_SCALP.APPLIC.0.05..2.,29,1,0.00010563,0,1,PIS,,
MOVICOL.PLAIN_PDR.SACH.13.7G,29,1,0.000104037,0,1,PIS,,
S5200_CLOSED.FRACTURE.OF.UPPER.END.OF.ULNA,29,1,8.85E-05,0,1,SMR,,
VIAGRA_TAB.50MG,29,1,8.82E-05,0,1,PIS,,
W019_FALL.ON.SAME.LEVEL.BY.SLIPPING.TRIPPING.STUMBLING.IN.UNPEC..PLACE,30,1,1,0,1,SMR,Fall and drug use noted at hospital,Substance use related
Z722_DRUG.USE,30,1,1,0,1,SMR,,
K011_IMPACTED.TEETH,31,1,1,0,1,SMR,Dental issues,Distinct condition
K029_DENTAL.CARIES..UNSPECIFIED,31,1,1,0,1,SMR,,
F339_RECURRENT.DEPRESSIVE.DISORDER..UNSPECIFIED,32,0,NA,0,0,SMR,Recurrent depression,Distinct condition
METHADONE.HCL_MIX.1MG.1ML,33,10,0.000171233,0.086827068,10,PIS,Methadone and common prescriptions,Substance use related
PARACET_TAB.500MG,33,7,0.000155642,0.034504572,7,PIS,,
CO.CODAMOL_TAB.30MG.500MG,33,6,0.000142045,0.011739964,6,PIS,,
FERR.SULF_TAB.200MG,33,6,0.000131027,0.010947322,6,PIS,,
CO.CODAMOL_TAB.8MG.500MG,33,5,0.000138255,0.021131642,5,PIS,,
DICLOFENAC.SOD_TAB.E.C.50MG,33,5,0.000142531,0.018856445,5,PIS,,
F239_ACUTE.AND.TRANSIENT.PSYCHOTIC.DISORDER..UNSPECIFIED,33,5,0.000137798,0.012314202,5,SMR,,
IBUPROFEN_TAB.400MG,33,5,0.000152929,0.019289933,5,PIS,,
VARENICLINE.TART_TAB.1MG,33,5,0.00011936,0.007355777,5,PIS,,
DIHYDROCODEINE.TART_TAB.120MG.M.R,33,4,0.000123305,0.01212236,4,PIS,,
IBUPROFEN_TAB.200MG,33,4,0.000138947,0.007284683,4,PIS,,
RISPERIDONE_TAB.1MG,33,4,0.000116713,0.004877696,4,PIS,,
CHAMPIX_TAB.1MG,33,3,9.36E-05,1.92E-06,3,PIS,,
CO.CODAMOL_CAP.30MG.500MG,33,3,0.000129433,0.006008887,3,PIS,,
CO.CODAMOL_CAP.8MG.500MG,33,3,0.000130753,0.008313318,3,PIS,,
DIHYDROCODEINE.TART_TAB.90MG.M.R,33,3,0.00010805,0.006618347,3,PIS,,
EURAX_CRM.10.,33,3,0.000131822,0.005652585,3,PIS,,
RISPERIDONE_TAB.2MG,33,3,0.000110963,0.001474858,3,PIS,,
RISPERIDONE_TAB.3MG,33,3,0.000122669,0.005057866,3,PIS,,
RISPERIDONE_TAB.500MCG,33,3,0.000122579,0.006949303,3,PIS,,
BISOPROLOL.FUMAR_TAB.2.5MG,33,2,0.00011383,0.001474858,2,PIS,,
CHAMPIX_2WK.TT.INIT.PACK..TAB.0.5MG.1MG.,33,2,0.000104921,0.000490768,2,PIS,,
CHAMPIX_TITRATION.PACK..TAB.0.5MG.1MG.,33,2,0.000104921,0.000490768,2,PIS,,
CO.CODAMOL_TAB.15MG.500MG,33,2,0.000126855,0.00208352,2,PIS,,
CODIPAR_TAB.15MG.500MG,33,2,0.000125251,0.001952417,2,PIS,,
DHC.CONTINUS_TAB.120MG,33,2,0.000107956,0.000734237,2,PIS,,
DHC.CONTINUS_TAB.60MG,33,2,8.65E-05,0.002947163,2,PIS,,
DHC.CONTINUS_TAB.90MG,33,2,9.61E-05,3.19E-06,2,PIS,,
DIHYDROCODEINE.TART_TAB.60MG.M.R,33,2,9.61E-05,0.004416914,2,PIS,,
F104_MENTAL.AND.BEHAVIOURAL.DISORDERS.AND.DELIRIUM.DUE.TO.WITHDRAWAL.OF.ALCOHOL,33,2,0.000123198,0.001490002,2,SMR,,
F192_MENTAL.BEHAV.DISORDERS.DUE.TO.DEPNDENT.USE.OF.MULT.DRUGS.PSYCHOACT.SUBS,33,2,0.000118906,0.001474858,2,SMR,,
PROMETHAZINE.HCL_TAB.10MG,33,2,0.00010287,0.001474858,2,PIS,,
R443_HALLUCINATIONS..UNSPECIFIED,33,2,0.000119005,0.001262815,2,SMR,,
VARENICLINE.TART_2WK.INIT.TAB.0.5MG.1MG.,33,2,0.000104921,0.000490768,2,PIS,,
Z870_PERSONAL.HISTORY.OF.DISEASES.OF.THE.RESPIRATORY.SYSTEM,33,2,0.00011812,0.001373643,2,SMR,,
ZACIN_CRM.0.025.,33,2,7.87E-05,0.001474858,2,PIS,,
BISOPROLOL.FUMAR_TAB.5MG,33,1,0.000100604,0,1,PIS,,
CAPSAICIN_CRM.0.025.,33,1,7.21E-05,0,1,PIS,,
CROTAMITON_CRM.10.,33,1,0.000114403,0,1,PIS,,
F1125_OPIOIDS.DEPENDENCE.SYNDROME..CONTINUOUS.USE,33,1,0.000104548,0,1,SMR,,
PARACET_CAP.500MG,33,1,0.000131926,0,1,PIS,,
PHENERGAN_TAB.10MG,33,1,9.19E-05,0,1,PIS,,
RISPERIDONE_TAB.4MG,33,1,9.84E-05,0,1,PIS,,
VARENICLINE.TART_TI.P..TAB.0.5MG.1MG.,33,1,0.000104899,0,1,PIS,,
BROLENE_EYE.DPS.0.1.,34,5,0.000137382,0.013953318,5,PIS,Skin cream,Distinct condition
DERMOL.600_BATH.EMOLLIENT,34,5,0.000123793,0.009854345,5,PIS,,
DIPROBASE_CRM,34,5,0.000132433,0.010644988,5,PIS,,
CLOBET.BUT_CRM.0.05.,34,4,0.00012444,0.006700396,4,PIS,,
DOVOBET_OINT.0.005..0.05.,34,4,9.28E-05,0.004529593,4,PIS,,
EUMOVATE_CRM.0.05.,34,4,0.000125897,0.010371506,4,PIS,,
IMPLANON_IMPLANT.68MG,34,4,0.000139997,0.012655881,4,PIS,,
LYMECYCLINE_CAP.408MG,34,4,0.00012219,0.003520497,4,PIS,,
CALAMINE.AQ_CRM,34,3,0.000134445,0.005347647,3,PIS,,
FEXOFENADINE.HCL_TAB.120MG,34,3,0.00012279,0.004859328,3,PIS,,
MIGRALEVE.COMPLETE_TAB,34,3,0.000123747,0.003775963,3,PIS,,
OILATUM_EMOLLIENT,34,3,0.000117869,0.007435865,3,PIS,,
ZINERYT_LOT,34,3,0.000123198,0.002716447,3,PIS,,
BETAMETH.VAL_CRM.0.025...1.IN.4.,34,2,0.00011489,0.001474858,2,PIS,,
CALCIPOTRIOL_CRM.50MCG.1G,34,2,0.000103853,0.004536327,2,PIS,,
CLOBET.BUT_OINT.0.05.,34,2,0.000110363,0.001488056,2,PIS,,
DERMOL.500_LOT,34,2,0.000116795,0.002031394,2,PIS,,
DOVOBET_GEL.0.005..0.05.,34,2,9.65E-05,0.001451524,2,PIS,,
DOVONEX_OINT.50MCG.1G,34,2,8.38E-05,0.001474858,2,PIS,,
EUMOVATE_OINT.0.05.,34,2,0.000101513,0.000642601,2,PIS,,
FIFTY.50.OINT,34,2,0.000108425,0.002806042,2,PIS,,
MIGRALEVE_PINK.TAB,34,2,0.000112322,0.000989515,2,PIS,,
MOMETASONE.FUR_OINT.0.1.,34,2,0.000102891,0.000776875,2,PIS,,
PAROXETINE.HCL_TAB.20MG,34,2,0.000111111,0.000841416,2,PIS,,
TETRALYSAL.300_CAP,34,2,0.000112867,0,2,PIS,,
Z048_EXAMINATION.AND.OBSERVATION.FOR.OTHER.SPECIFIED.REASONS,34,2,0.000128156,0.005296118,2,SMR,,
Z590_HOMELESSNESS,34,2,0.000124517,0.002633415,2,SMR,,
ALPHOSYL_SHAMPOO.2.IN.1,34,1,8.38E-05,0,1,PIS,,
BETAMETH.VAL_OINT.0.1.,34,1,7.64E-05,0,1,PIS,,
BETNOVATE.RD_CRM.0.025.,34,1,0.00010143,0,1,PIS,,
CLINDAMYCIN.HCL_CAP.150MG,34,1,0.000116374,0,1,PIS,,
DAKTACORT_OINT,34,1,0.000107538,0,1,PIS,,
DUAC_ONCE.DAILY.GEL..5..AND.1..,34,1,0.000107078,0,1,PIS,,
EPADERM.CRM,34,1,0.000109914,0,1,PIS,,
HYDROCORT_CRM.1.,34,1,0.000114863,0,1,PIS,,
ASPIRIN.DISPER_TAB.75MG,35,8,0.000108944,0.011764454,8,PIS,Heart disease,Distinct condition
CLOPIDOGREL_TAB.75MG,35,6,0.000137174,0.023999476,6,PIS,,
GLYCERYL.TRINIT_SUBLING.SPY.400MCG.180D.,35,6,0.000120482,0.016129099,6,PIS,,
ADCAL.D3_TAB.CHBLE..TUTTI.FRUTTI.,35,5,0.000128222,0.016032451,5,PIS,,
GLYCERYL.TRINIT_A.SPY.400MCG.200D.CFF,35,5,0.000107089,0.004221468,5,PIS,,
I259_CHRONIC.ISCHAEMIC.HEART.DISEASE..UNSPECIFIED,35,5,8.95E-05,0.00114137,5,SMR,,
NITROLINGUAL_P.SPY.400MCG..200.D.,35,5,0.000107112,0.00538731,5,PIS,,
GLYCERYL.TRINIT_SUBLING.SPY.400MCG.200D.,35,4,9.97E-05,0.001639275,4,PIS,,
R073_OTHER.CHEST.PAIN,35,4,0.00012604,0.008532738,4,SMR,,
RAMIPRIL_CAP.5MG,35,4,0.000112676,0.011043907,4,PIS,,
ATENOLOL_TAB.50MG,35,3,8.71E-05,0.000565516,3,PIS,,
I209_ANGINA.PECTORIS..UNSPECIFIED,35,3,9.54E-05,0.000638037,3,SMR,,
I251_ATHEROSCLEROTIC.HEART.DISEASE,35,3,0.000121669,0.003969394,3,SMR,,
I639_CEREBRAL.INFARCTION..UNSPECIFIED,35,3,0.000121315,0.008337971,3,SMR,,
LISINOPRIL_TAB.10MG,35,3,7.43E-05,0.00294844,3,PIS,,
Z880_PERSONAL.HISTORY.OF.ALLERGY.TO.PENICILLIN,35,3,0.000121389,0.005527276,3,SMR,,
ALENDRONIC.ACID_TAB.70MG,35,2,0.000126279,0.006832654,2,PIS,,
AMLODIPINE_TAB.10MG,35,2,8.12E-05,0.004416914,2,PIS,,
AMLODIPINE_TAB.5MG,35,2,8.95E-05,0.005884111,2,PIS,,
ASPIRIN_TAB.75MG,35,2,9.68E-05,0.001247939,2,PIS,,
ASPIRIN_TAB.E.C.75MG,35,2,8.71E-05,3.62E-06,2,PIS,,
ATENOLOL_TAB.25MG,35,2,9.68E-05,0.001013909,2,PIS,,
BENDROFLUMETHIAZIDE_TAB.2.5MG,35,2,9.68E-05,0.001013909,2,PIS,,
GLYCERYL.TRINIT_SUB.P.SPY.400MCG..180D.,35,2,0.000105787,0.001474858,2,PIS,,
I10X_ESSENTIAL..PRIMARY..HYPERTENSION,35,2,8.11E-05,6.81E-06,2,SMR,,
I252_OLD.MYOCARDIAL.INFARCTION,35,2,9.54E-05,0.000315932,2,SMR,,
R13X_DYSPHAGIA,35,2,9.53E-05,0.001474858,2,SMR,,
RAMIPRIL_CAP.10MG,35,2,9.98E-05,0.007348754,2,PIS,,
RAMIPRIL_CAP.2.5MG,35,2,0.000112689,0.003911765,2,PIS,,
SIMVASTATIN_TAB.40MG,35,2,0.000118835,0.004722585,2,PIS,,
Z509_CARE.INVOLVING.USE.OF.REHABILITATION.PROCEDURE..UNSPECIFIED,35,2,0.000115902,0.00310696,2,SMR,,
ARTHROTEC.50_TAB,35,1,9.43E-05,0,1,PIS,,
ATORVASTATIN_TAB.20MG,35,1,0.000106678,0,1,PIS,,
I501_LEFT.VENTRICULAR.FAILURE,35,1,9.97E-05,0,1,SMR,,
LISINOPRIL_TAB.5MG,35,1,6.84E-05,0,1,PIS,,
N19X_UNSPECIFIED.KIDNEY.FAILURE,35,1,0.000111682,0,1,SMR,,
OMEPRAZOLE_TAB.E.C.20MG,35,1,8.59E-05,0,1,PIS,,
SIMVASTATIN_TAB.20MG,35,1,6.84E-05,0,1,PIS,,
CLOTRIMAZOLE_PESS.500MG,36,7,0.000132996,0.017354513,7,PIS,"Alcohol, fungal infection & stomach prescriptions",Substance use related
FLUCONAZOLE_CAP.150MG,36,7,0.000122745,0.007818073,7,PIS,,
GAVISCON.ADVANCE_LIQ..ANISEED..S.F,36,6,0.000136184,0.011077523,6,PIS,,
LOPERAMIDE.HCL_CAP.2MG,36,6,0.000137533,0.018369665,6,PIS,,
PEPTAC_LIQ..ANISEED..S.F,36,6,0.000136668,0.014392061,6,PIS,,
PREDNISOLONE_TAB.5MG,36,6,0.000138619,0.016813939,6,PIS,,
CLOTRIMAZOLE_CRM.1.,36,5,0.000128025,0.010903514,5,PIS,,
ERYTHROMYCIN_TAB.E.C.250MG,36,5,0.000128849,0.007723298,5,PIS,,
GAVISCON_LIQ.ORIG.ANISEED.RELIEF,36,5,0.000129887,0.005046512,5,PIS,,
PREDNISOLONE_TAB.E.C.5MG,36,5,0.000132996,0.011745475,5,PIS,,
R568_OTHER.AND.UNSPECIFIED.CONVULSIONS,36,5,0.000144404,0.012202049,5,SMR,,
F1030_ALCOHOL.WITHDRAWAL.STATE..UNCOMPLICATED,36,4,0.000133815,0.00706449,4,SMR,,
GAVISCON.ADVANCE_LIQ..PEPPERMINT..S.F,36,4,0.000131044,0.002755021,4,PIS,,
GAVISCON_LIQ.RELIEF.PEPPERMINT,36,4,0.000129702,0.00180011,4,PIS,,
GLYCEROL.LEM.HONEY...GLUCOSE_SYR,36,4,0.000127877,0.005222865,4,PIS,,
HEDRIN_LOT.4.,36,4,0.000104745,0.004883504,4,PIS,,
TRANSVASIN_HEAT.RUB,36,4,0.000134735,0.009672171,4,PIS,,
CANESTEN_COMBI.PESS.500MG.CRM.2.,36,3,0.000119847,0.001041299,3,PIS,,
CANESTEN_ORAL.CRM.DUO.1.CAP.150MG.CRM2..,36,3,0.000120511,0.0017976,3,PIS,,
CANESTEN_PESS.500MG...APPLIC,36,3,0.000122249,0.003394755,3,PIS,,
CYANOCOBALAMIN_TAB.50MCG,36,3,0.000123183,0.007378665,3,PIS,,
DIMETICONE_LOT.4.,36,3,0.000108956,0.003911598,3,PIS,,
F1031_ALCOHOL.WITHDRAWAL.STATE..WITH.CONVULSIONS,36,3,0.000138447,0.005220302,3,SMR,,
IMODIUM_ORIGINAL.CAP.2MG,36,3,0.00013708,0.007322939,3,PIS,,
TERBINAFINE.HCL_TAB.250MG,36,3,0.000120149,0.001424317,3,PIS,,
ZOMORPH_CAP.10MG,36,3,0.000131891,0.005987529,3,PIS,,
AMOROLFINE.HCL_NAIL.LACQUER.KIT.5..5ML,36,2,0.000117302,0.000579697,2,PIS,,
BONJELA_COOL.MINT.GEL.8.7..S.F,36,2,0.000115674,0.000535459,2,PIS,,
CANESTEN_THRUSH.CRM.2.,36,2,0.000113366,0.000584832,2,PIS,,
DERBAC.M_LIQ.0.5.,36,2,9.35E-05,0.001474858,2,PIS,,
DOXYCYCLINE.HYCLATE_CAP.100MG,36,2,0.000125597,0.001180843,2,PIS,,
IBUPROFEN_GEL.5.,36,2,0.000112562,0.003898638,2,PIS,,
PAROXETINE.HCL_TAB.30MG,36,2,0.000119374,0.001617831,2,PIS,,
QUININE.SULF_TAB.200MG,36,2,0.000130873,0.006013195,2,PIS,,
SUDOCREM_ANTIS.HEALING.CRM,36,2,0.000124938,0.00264461,2,PIS,,
CLOTRIMAZOLE_VAG.CRM.2.,36,1,0.000107504,0,1,PIS,,
F1000_MENTAL.BEHAVIOUR.DIS.DUE.TO.ALCOHOL.ACUTE.INTOX.UNCOMPLICATED,36,1,0.000115902,0,1,SMR,,
LAMISIL.AT_CRM.1.,36,1,8.44E-05,0,1,PIS,,
